,id,cod_reunion,online_users,legislative_body_initials,youtube_status,max_online_users,created,modified,is_visible,reunion_type,title_reunion,reunion_object,reunion_theme,date,legislative_body,location,questions_count,answered_questions_count,messages_count,votes_count,participants_count,videos,youtube_id
300,2538,63927,0,CIDOSO,2,25,2021-11-25T11:53:03.473390-03:00,2022-12-18T00:28:44.386531-03:00,True,Audiência Pública,DIREITOS DA PESSOA IDOSA,"Audiência Pública com os seguintes convidados: 

Tema: Fiscalização do Serviço de Acolhimento aos Idosos nas Entidades de Atendimento


1)  VERA CAMPELO DA SILVA (Confirmada) - Coordenadora Geral de Serviços de Acolhimento da Secretaria Nacional de Assistência Social do Ministério da Cidadania;

2) FERNANDA DUTRA PINCHIARO (Confirmada) -  Representante doConselho Nacional do Direito da Pessoa Idosa (CNDI);

3) EMANUELE GOMES ALVES DA COSTA (Confirmada) - , Coordenadora Geral de Promoção dos Direitos da Pessoa Idosa da Secretaria Nacional de Promoção e Defesa dos Direitos da Pessoa Idosa (SNDPI/MMDHF) e  Representante do Conselho Nacional do Direito da Pessoa Idosa (CNDI);

4)  GUILHERME BUSS (Confirmado) - Gerente Geral de Tecnologia em Serviços da Saúde (GGTES) da  Agência Nacional de Vigilância Sanitária -ANVISA;

5)  ALICE SOUZA (Confirmada) - Coordenadora de Serviços de Interesse para a Saúde (CSIPS) da  Agência Nacional de Vigilância Sanitária -ANVISA;; 

6) MONIZE MARQUES (Confirmada), juíza do TJDFT e coordenadora da Central Judicial do Idoso;

7) MAERCIA MELLO (Confirmada) - Promotora de justiça do MPDFT e Coordenadora da Central do Idoso;

8) BIANCA COBUCCI (Confirmada) - Defensora Pública do DF;

9)  VICENTE FALEIROS (Confirmado) - Representante da Sociedade Brasileira de Geriatria e Gerontologia; e

10) CRISTIANE BRANQUINHO (Confirmada) - Coordenadora-Diretora da Associação Nacional do Ministério Público de Defesa dos Direitos dos Idosos e Pessoas com Deficiência -  AMPID. 


(REQ 80/2021 CIDOSO, do deputado Ossesio Silva )
",Fiscalização do Serviço de Acolhimento aos Idosos,2021-12-16T11:15:03-03:00,Comissão de Defesa dos Direitos da Pessoa Idosa,"Anexo II, Plenário 12",4,0,27,7,8,"[{'id': 3266, 'video_id': 'oDQ-zZfkqpQ', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3142, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",oDQ-zZfkqpQ
301,1613,59850,0,CEXCORVI,2,13,2020-08-14T18:05:02.428983-03:00,2022-12-19T00:22:56.615569-03:00,True,Reunião Técnica,COMISSÃO EXTERNA DE ENFRENTAMENTO À COVID_19,"77ª Reunião Técnica por Videoconferência

Convidados:
- MÁRCIO IRITA HARO, Coordenador-Geral de Atenção Especializada do Ministério da Saúde; 
- MARCELO CARTAXO QUEIROGA LOPES, Presidente da Sociedade Brasileira de Cardiologia;
- MIRNA DE SOUSA, Cardiologista, Pediatra e Radiologista;
- WILSON LUIZ DA SILVEIRA, Cirurgião Cardiovascular.",A situação dos pacientes cardiopatas na pandemia da Covid-19,2020-08-19T14:51:28-03:00,Comissão Externa da Câmara dos Deputados destinada a acompanhar o Enfrentamento à Pandemia da Covid-19 no Brasil,"Anexo II, Plenário 03",2,0,5,2,5,"[{'id': 1392, 'video_id': 'go4G77jEnFE', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1386, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",go4G77jEnFE
302,486,49447,0,CFFC,2,5,2017-10-02T11:24:06.052875-03:00,2022-12-18T01:23:37.539427-03:00,True,Audiência Pública,"Audiência Pública Conjunta das Comissões CDEICS, CFFC, CFT e CTASP","Audiência Pública com o Sr. Dyogo Henrique de Oliveira, Ministro do Planejamento, para debater as principais ações da pasta para o biênio 2017/2018, e prestar esclarecimentos acerca da entrada de 57 novos projetos no PPI aprovados pelo Conselho Gestor do Programa em 23/08/2017.

Requerimentos: 344/2017-CFFC (Deputado Wilson Filho), 129/2017-CDEICS (Deputado Helder Salomão), 366/2017-CFT (Deputado João Paulo Kleinubing).

Convidado confirmado:
Sr. Dyogo Henrique de Oliveira - Ministro do Planejamento, Desenvolvimento e Gestão.",,2017-10-04T14:58:40-03:00,Comissão de Fiscalização Financeira e Controle,"Anexo II, Plenário 02",3,0,1,3,1,"[{'id': 187, 'video_id': 'JSetRkAMn1o', 'title': None, 'is_attachment': False, 'order': 0}]",JSetRkAMn1o
303,1543,59661,0,CEXCORVI,2,29,2020-06-05T14:32:02.525364-03:00,2022-12-19T09:43:37.257776-03:00,True,Reunião Técnica,COMISSÃO EXTERNA DE AÇÕES CONTRA O CORONAVÍRUS,"Reunião Técnica por videoconferência

Convidados:

MARCOS ELIZEU MARINHO, Assessor Técnico do Departamento de Regulação, Avaliação e Controle - DRAC/SAES do Ministério Saúde

VICTOR BORGES, Presidente Executivo da Rede Nacional de Consórcios Públicos - RNCP

ANA MARIA GROFF JANSEN, Diretora Executiva do Consorcio Intermunicipal de Saúde da Região Norte e Nordeste de Santa Catarina - CISNordeste/SC

ROSANGELA BELLO - Secretária Executiva do Consórcio Intermunicipal de Saúde da Baixada Fluminense - CISBAF

RENÊ SANTOS, Assessor Técnico do Conselho Nacional de Secretários de Saúde - CONASS
",A Atuação dos Consórcios de Saúde no SUS e durante a Pandemia,2020-06-09T09:52:00-03:00,Comissão Externa destinada a acompanhar ações preventivas da vigilância sanitária e possíveis consequências para o Brasil quanto ao enfrentamento da pandemia causada pelo coronavírus,"Anexo II, Plenário 03",5,0,8,5,9,"[{'id': 1255, 'video_id': 'SuQ0b-u5Izg', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1252, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",SuQ0b-u5Izg
304,545,49919,0,CMADS,2,24,2017-10-26T17:29:03.564321-02:00,2022-12-18T01:20:35.673279-03:00,True,Audiência Pública,MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL,"AUDIÊNCIA PÚBLICA - DEBATE SOBRE O ABATE DE ANIMAIS NO PAMPAS SAFARI, EM GRAVATAÍ/RS

Requerimentos nos 217, 229 e 246/2017  -  do Deputado Ricardo Izar (PP/SP)
Data: 28/11/2017 (terça-feira) 
Horário: 14h
Local: Anexo II - Plenário 08

EXPOSITORES:   

-- ERNANI POLO, Secretário de Agricultura, Pecuária e Irrigação do Estado do Rio Grande do Sul (**)

-- FRANK ALARCÓN, Biólogo e Membro-fundador do Instituto Luisa Mell de Assistência aos Animais e ao Meio Ambiente (*)

-- EVERTON BALSIMELLI STAUB, Procurador do Pampas Safari Parque de Animais Selvagens LTDA (*)

-- JACKSON MULER, Diretor-Presidente da Fundação Municipal do Meio Ambiente de Gravataí (FMMA) (**)

-- JULIANA COUBE, Ativista da causa animal (*)

-- PATRÍCIA NUNEZ WEBER, Procuradora-chefe da Procuradoria da República no Rio Grande do Sul (**)

-- REGINA BECKER FORTUNATI, Deputada Estadual/RS e ativista pela causa animal (*)

-- VÂNIA DE PLAZA NUNES, Diretora Técnica do Fórum Nacional de Proteção e Defesa Animal/SP (*)

Legenda:
(  ) À confirmar
(*) Confirmado
(**) Não virá",,2017-11-28T14:39:32-02:00,Comissão de Meio Ambiente e Desenvolvimento Sustentável,"Anexo II, Plenário 06",23,0,100,85,15,"[{'id': 375, 'video_id': '-0D13dt40jg', 'title': None, 'is_attachment': False, 'order': 0}]",-0D13dt40jg
305,2559,64391,0,CESPO,2,10,2021-12-01T11:25:04.136368-03:00,2022-12-18T00:29:06.576297-03:00,True,Audiência Pública,ESPORTE,"Audiência Pública em atenção ao Requerimento nº 51/2021, de autoria do deputado Luiz Lima, para debater a preparação da nossa delegação e dos nossos atletas para os Jogos Olímpicos de Inverno, a serem realizados em Pequim, na China, no período de 4 a 20 de fevereiro de 2022.

Convidados confirmados:
- Sr. Karl Anders Pettersson, presidente da Confederação Brasileira de Desportos na Neve (CBDN) e representando o Comitê Olímpico Brasileiro;
- Sr. Sandro Felício dos Santos, Diretor de Programas da Secretaria Nacional de Esportes de Alto Rendimento;
- Sr. Matheus Figueiredo, presidente da Confederação Brasileira de Desportos no Gelo (CBDG) e representando o Comitê Olímpico Brasileiro;
- Sra. Nicole Rocha Silveira, representante da modalidade Skeleton na Comissão de Atletas da CBDG;
- Sra. Jaqueline Mourão, presidente da Comissão de Atletas da CBDN.





",Jogos Olímpicos de Inverno 2022,2021-12-14T15:06:30-03:00,Comissão do Esporte,"Anexo II, Plenário 06",2,0,1,2,2,"[{'id': 3252, 'video_id': 'hs5xa-EIEXk', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3186, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",hs5xa-EIEXk
306,1583,59754,0,CEXCORVI,2,47,2020-07-13T09:52:02.239543-03:00,2022-12-18T00:56:29.851060-03:00,True,Reunião Técnica,COMISSÃO EXTERNA DE ENFRENTAMENTO À COVID_19,"60ª Reunião Técnica por Videoconferência

Tema: Situação dos Povos Indígenas no enfrentamento da Pandemia do novo Coronavírus

Convidados:

- Deputada JOENIA WAPICHANA - Coordenadora da Frente Parlamentar Mista em Defesa dos Direitos dos Povos Indígenas;

- ROBSON SANTOS DA SILVA, Secretário Especial de Saúde Indígena - MS


- JOÃO PINTO ROSA, Diretor de Promoção ao Desenvolvimento Sustentável da Fundação Nacional do Índio - FUNAI;


- SANDRA TERENA, Secretária Nacional de Políticas de Promoção da Igualdade Racial - MDH;

- LEILA SARAIVA, Assessora Política do Instituto de Estudos Socioeconômicos - INESC;


- ERIK JENNINGS, Neurologista e Coordenador de Saúde do Povo Zo’é;


- DOUGLAS RODRIGUES, Coordenador do Projeto Xingu, da Unifesp;


- KRETÃ KAINGANG, Coordenador da Articulação dos Povos Indígenas do Brasil - APIB e

- MARIO NICÁCIO, Vice-coordenador da Coordenação das Organizações Indígenas da Amazônia Brasileira - COIAB.",Situação dos Povos Indígenas no enfrentamento da Pandemia,2020-07-15T09:43:55-03:00,Comissão Externa da Câmara dos Deputados destinada a acompanhar o Enfrentamento à Pandemia da Covid-19 no Brasil,"Anexo II, Plenário 03",3,0,13,4,9,"[{'id': 1331, 'video_id': 'I2Me8F2ktnk', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1320, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",I2Me8F2ktnk
307,728,52800,0,CE,2,12,2018-06-05T16:11:01.478844-03:00,2022-12-18T01:16:23.536102-03:00,True,Seminário,EDUCAÇÃO,"9h - Mesa de Abertura 

""  Deputado Danilo Cabral - Presidente da Comissão de Educação da Câmara dos Deputados - presença confirmada
""  Deputado Pedro Uczai - Presidente da Frente Parlamentar em - Defesa da Implementação do PNE - presença confirmada
""  Deputado Alex Canziani - Presidente da Frente Parlamentar da Educação - presença confirmada
""  Senador Pedro Chaves - Vice-Presidente da Comissão de Educação, Cultura e Esporte do Senado Federal - presença confirmada
""  Raph Gomes Alves - Diretor de Currículos e Educação Integral - SEB/MEC, representando o Ministro da Educação - presença confirmada
""  Maria Ester Galvão de Carvalho - Coordenadora do Fórum Nacional de Educação - FNE- presença confirmada
""  Heleno Araújo Filho - Presidente da Confederação Nacional dos Trabalhadores em Educação - CNTE - presença confirmada

10h - Mesa I - Balanço dos 4 anos do PNE
""  Henrique Paim - Professor e Político, ex-ministro da Educação - presença confirmada
""  Marianna Dias - Presidente da União Nacional dos Estudantes -UNE - presença confirmada
""  Pedro Lucas Gorki - Presidente da União Brasileira dos Estudantes Secundaristas - UBES 
""  Heleno Araújo Filho - Coordenador do Fórum Nacional Popular de Educação - FNPE - presença confirmada
""  Jayme Dutra - Professor de Ensino Fundamental e Médio - presença confirmada

11h30 a 12h - Debates
12h - Intervalo para almoço

13h - Mesa II - Financiamento e Metas do PNE 
""  Felipe Sartori Sigollo - Secretário-Executivo do MEC
""  Daniel Cara - Coordenador-Geral da Campanha Nacional pelo Direito à Educação - presença confirmada
""  Aléssio Costa Lima - Presidente da União Nacional dos Dirigentes Municipais de Educação - UNDIME - presença confirmada
""  Maria Cecília Amêndola da Motta - Presidente do Conselho Nacional de Secretários de Educação - CONSED - presença confirmada
""  Mariana Leite - Economista do IDados - presença confirmada
14h30 - 15h - Debates 

15h - Mesa III - PNE e a Qualidade da Educação, Autonomia e Valorização Profissional
""  Ex-deputado Angelo Vanhoni - Relator do PNE na Câmara dos Deputados 
""  Alvana Maria Bof - Diretora de Estudos Educacionais do Instituto Nacional de Estudos e Pesquisa Educacionais - INEP - presença confirmada
""  Adércia Hostin - Representante da Confederação Nacional dos Trabalhadores em Estabelecimentos de Ensino - CONTEE - presença confirmada
""  Nilton Ferreira Brandão - Presidente da Federação de Sindicatos de Professores e Professoras de Instituições Federais de Ensino Superior e de Ensino Básico Técnico e Tecnológico - PROIFES - presença confirmada
Manoel Humberto Gonzaga Lima - Presidente da União Nacional dos Conselhos Municipais de Educação - UNCME - presença confirmada
 Alexandra Ruffino dos Santos - presença confirmada
Professora de Educação Básica da Prefeitura Municipal de Guarulhos/SP
16h30 - Debates
17h - Encerramento 
","SEMINÁRIO NACIONAL 4 ANOS DO PLANO NACIONAL DE EDUCAÇÃO - PNE
(REQ. 433/18, dos Deputados Pedro Uczai (PT/SC)  e Danilo Cabral (PSB/PE)). ",2018-06-20T09:29:02-03:00,Comissão de Educação,Auditório Nereu Ramos,6,0,7,10,6,"[{'id': 473, 'video_id': 'S6SEJMCUht4', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 470, 'video_id': '7zY5TX3Hh48', 'title': None, 'is_attachment': False, 'order': 0}]",S6SEJMCUht4
308,1401,58581,0,CMADS,2,29,2019-11-07T16:16:02.315160-03:00,2022-12-19T09:47:22.568045-03:00,True,Seminário,MEIO AMBIENTE E DES.  SUSTENTÁVEL,"Programação


Abertura
Deputado Rodrigo Agostinho - Presidente da Comissão de Meio Ambiente (*);
Deputado Nilto Tatto - Proponente do evento  (*);
Deputada Joênia Wapichana - Frente Parlamentar de Apoio ao Povos Indígenas  (*);
Sérgio Guimarães - Secretaria Executiva do GT Infraestrutura  (*);


Mesa 01 - Tendências e Dinâmicas Recentes
Cláudio Aparecido de Almeida - Coordenador do Programa Amazônia - INPE  (*);
Paulo Barreto - Pesquisador Associado do Instituto - IMAZON  (*);
Ane Auxiliadora Costa Alencar - diretora de Ciências do - IPAM  (*);
Mariana Napolitano Ferreira - Gerente de Ciências do WWF  (*);

Mesa 02 - Dinâmicas e Impactos
Josep Iborra Plans (Zezinho) - Comissão Pastoral da Terra  (*);
Antônia Melo - Aliança dos Rios da Panamazônica  (*);
Jackson de Sousa Dias - Movimento dos Atingidos por Barragens - MAB  (*);
Kleber Karicuna - Coordenação das Organizações Indígenas da Amazônia Brasileira - COIAB  (*);
Alessandra Cardoso - Assessora Política do Instituto de Estudos Socioeconômicos - INESC  (*);
Alexandre Bahia Gontijo - Presidente da Associação Nacional dos Servidores da Carreira de Especialista em Meio Ambiente - ASCEMA  (*);
Pedro Martins - Assessor Jurídico da Terra de Direitos  (*);


12:30 as 13h - Espaço para debates
13h as 14hs - Intervalo para Almoço 



Mesa 03 - Estratégias de Prevenção e Controle: Inovações e Aprendizagem
Brent Millikan - Diretor do Programa Amazônia da International Rivers - Brasil  (*);
Dr Felício de Araújo Pontes Júnior - 6ª Câmara de Coordenação e Revisão - MPF  (*);
Marcio Astini - Coordenador de Políticas Públicas do Greenpeace  (*);
Adriana Ramos - Coordenadora do Programa de Política e Direito do Instituto Socioambiental - ISA  (*);

Mesa 04 - Olhando para Frente: Ameaças, Oportunidades e Desafios
Dr Felício de Araújo Pontes Júnior - 6ª Câmara de Coordenação e Revisão - MPF  (*);
Andre Lima - Coordenador do Projeto Radar Clima e Sustentabilidade do Instituto de Desenvolvimento Sustentável - IDS  (*);
Paulino Montejo - Representante da Articulação dos Povos Indígenas - APIB  (*);
Mauro Armelin - Diretor Executivo da Amigos da Terra - Amazônia Brasileira  (*);
Marcio Santilli - Instituto Socioambiental - ISA  (*);

17h as 18hs - Conclusões, encaminhamentos e encerramento 

 (*) Presença confirmada
(**) a confirmar
"," Desmatamento e Queimadas na Amazônia: tendências,dinâmicas e soluções",2019-11-28T08:31:45-03:00,Comissão de Meio Ambiente e Desenvolvimento Sustentável,"Anexo II, Plenário 02",6,0,14,12,7,"[{'id': 1105, 'video_id': 'uZWRzbgC2Zk', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1099, 'video_id': '5V9sHos59cs', 'title': None, 'is_attachment': False, 'order': 0}]",uZWRzbgC2Zk
309,2498,64122,0,CSSF,2,43,2021-11-17T11:14:03.315380-03:00,2022-12-18T08:34:33.731742-03:00,True,Audiência Pública,SEGURIDADE SOCIAL E FAMÍLIA,"1) DR. CARLOS NICOLAU FEITOSA LIMA BABADOPULOS (Confirmado)
   Especialista em Cirurgia e Traumatologia Bucomaxilofacial

2) DR. JOSÉ PASCOAL DUARTE PINHEIRO CORREIA   Cirurgião plástico
   Hospital de Teresina- PI

3) DR. THYAGO CEZAR (Confirmado)
   Advogado, especialista em direitos das pessoas com deficiências e de fissuras labiopalatinas e estudante dos pós-graduação em ciências da reabilitação do Hospital de Reabilitação de Anomalias Craniofaciais da Universidade de São Paulo

4) PROF. DR. CARLOS FERREIRA DOS SANTOS (Confirmado)
   Superintendente
   Hospital de Reabilitação de Anomalias Craniofaciais (HRAC - USP)

5) REPRESENTANTE   Conselho Nacional dos Direitos da Pessoa com Deficiência (Conade)

6) REPRESENTANTE   Associação Nacional do Ministério Público de Defesa dos Direitos dos Idosos e Pessoas com Deficiência - AMPID

7) SRA. LÚCIA REIS (Confirmada)
   Coordenadora do Serviço de Reabilitação Craniofacial
   Hospital São Marcos e Presidente da Associação Piauiense dos Fissurados Lábio Palatinos

8) VÂNIA TIE FERREIRA (Confirmada)
   Coordenadora do Departamento de Políticas Temáticas dos Direitos da Pessoa com Deficiência,
   Ministério da Mulher, da Família e dos Direitos Humanos










  ",Reconhecimento de Pacientes com Fissura Palatina ou Labiopalatina,2021-12-07T14:48:08-03:00,Comissão de Seguridade Social e Família,"Anexo II, Plenário 13",4,3,26,19,15,"[{'id': 3219, 'video_id': '4FadI_UeoZo', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3066, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",4FadI_UeoZo
